FileName,Tag,TagName,VR,Value
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(300A,00B8) : RTBeamLimitingDeviceType;CodeString;System.String;ASYMX
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(300A,011C) : LeafJawPositions;DecimalString;System.Double;-30
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(300C,00F0) : ReferencedControlPointIndex;IntegerString;System.Int32;1
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(3008,0090) : ReferencedCalculatedDoseReferenceSequence;Sequence;EvilDICOM.Core.DICOMObject;DICOM Object [Unknown] : 2 Elements
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(3008,0076) : CalculatedDoseReferenceDoseValue;DecimalString;System.Double;0,23369803
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(300C,0051) : ReferencedDoseReferenceNumber;IntegerString;System.Int32;1
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(3008,00A0) : BeamLimitingDeviceLeafPairsSequence;Sequence;EvilDICOM.Core.DICOMObject;DICOM Object [Unknown] : 2 Elements
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(300A,00B8) : RTBeamLimitingDeviceType;CodeString;System.String;MLCX
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(300A,00BC) : NumberOfLeafJawPairs;IntegerString;System.Int32;60
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(300A,00B8) : RTBeamLimitingDeviceType;CodeString;System.String;ASYMY
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(300A,00BC) : NumberOfLeafJawPairs;IntegerString;System.Int32;1
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(300A,00B8) : RTBeamLimitingDeviceType;CodeString;System.String;ASYMX
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(300A,00BC) : NumberOfLeafJawPairs;IntegerString;System.Int32;1
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(300A,00B4) : SourceAxisDistance;DecimalString;System.Double;100
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(300A,00C2) : BeamName;LongString;System.String;6 H mam lat
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(300A,00C4) : BeamType;CodeString;System.String;STATIC
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(300A,00C6) : RadiationType;CodeString;System.String;PHOTON
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(300A,00CE) : TreatmentDeliveryType;CodeString;System.String;TREATMENT
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(300A,00D0) : NumberOfWedges;IntegerString;System.Int32;0
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(300A,00E0) : NumberOfCompensators;IntegerString;System.Int32;0
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(300A,00ED) : NumberOfBoli;IntegerString;System.Int32;0
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(300A,00F0) : NumberOfBlocks;IntegerString;System.Int32;0
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(300A,0110) : NumberOfControlPoints;IntegerString;System.Int32;2
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(300C,0006) : ReferencedBeamNumber;IntegerString;System.Int32;8
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(3261,0010) : Unknown Tag;Unknown;System.Byte;86
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(3261,102A) : Unknown Tag;Unknown;System.Byte;60
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(3008,0250) : TreatmentDate;Date;System.Nullable`1[System.DateTime];02-05-2023 00:00:00
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(3008,0251) : TreatmentTime;Time;System.Nullable`1[System.DateTime];24-11-2023 12:11:43
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(300A,0078) : NumberOfFractionsPlanned;IntegerString;System.Int32;15
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(300A,00B3) : PrimaryDosimeterUnit;CodeString;System.String;MU
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(300A,0206) : TreatmentMachineSequence;Sequence;EvilDICOM.Core.DICOMObject;DICOM Object [Unknown] : 6 Elements
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(0008,0070) : Manufacturer;LongString;System.String;Varian Medical Systems
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(0008,0080) : InstitutionName;LongString;System.String;
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(0008,1040) : InstitutionalDepartmentName;LongString;System.String;Radioterapiklinikken
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(0008,1090) : ManufacturerModelName;LongString;System.String;TrueBeam
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(0018,1000) : DeviceSerialNumber;LongString;System.String;3898
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(300A,00B2) : TreatmentMachineName;ShortString;System.String;Accelerator04
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(300C,0002) : ReferencedRTPlanSequence;Sequence;EvilDICOM.Core.DICOMObject;DICOM Object [Unknown] : 2 Elements
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(0008,1150) : ReferencedSOPClassUID;UniqueIdentifier;System.String;1.2.840.10008.5.1.4.1.1.481.5
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;(0008,1155) : ReferencedSOPInstanceUID;UniqueIdentifier;System.String;1.2.246.352.71.5.336529019833.1777377.20230419131051
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0002,0000) : Group header for group 0002;UnsignedLong;System.UInt32;192
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0002,0001) : FileMetaInformationVersion;OtherByteString;System.Byte;0
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0002,0002) : MediaStorageSOPClassUID;UniqueIdentifier;System.String;1.2.840.10008.5.1.4.1.1.481.4
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0002,0003) : MediaStorageSOPInstanceUID;UniqueIdentifier;System.String;1.2.246.352.82.6.5078248809812511954.3223688115085210531
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0002,0010) : TransferSyntaxUID;UniqueIdentifier;System.String;1.2.840.10008.1.2
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0002,0012) : ImplementationClassUID;UniqueIdentifier;System.String;1.2.246.352.70.2.1.160.3
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0002,0013) : ImplementationVersionName;ShortString;System.String;DCIE 16.1
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0008,0005) : SpecificCharacterSet;CodeString;System.String;ISO_IR 192
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0008,0012) : InstanceCreationDate;Date;System.Nullable`1[System.DateTime];24-11-2023 00:00:00
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0008,0013) : InstanceCreationTime;Time;System.Nullable`1[System.DateTime];24-11-2023 22:06:07
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0008,0016) : SOPClassUID;UniqueIdentifier;System.String;1.2.840.10008.5.1.4.1.1.481.4
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0008,0018) : SOPInstanceUID;UniqueIdentifier;System.String;1.2.246.352.82.6.5078248809812511954.3223688115085210531
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0008,0020) : StudyDate;Date;System.Nullable`1[System.DateTime];18-04-2023 00:00:00
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0008,0030) : StudyTime;Time;System.Nullable`1[System.DateTime];24-11-2023 08:22:35
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0008,0050) : AccessionNumber;ShortString;System.String;
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0008,0060) : Modality;CodeString;System.String;RTRECORD
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0008,0070) : Manufacturer;LongString;System.String;Varian Medical Systems
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0008,0080) : InstitutionName;LongString;System.String;Rigshospitalet
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0008,0090) : ReferringPhysicianName;PersonName;System.String;
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0008,1040) : InstitutionalDepartmentName;LongString;System.String;Radioterapiklinikken
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0008,1070) : OperatorsName;PersonName;System.String;ajoh0240
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0008,1090) : ManufacturerModelName;LongString;System.String;TrueBeam
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0010,0010) : PatientName;PersonName;System.String;Lindblom^Eva
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0010,0020) : PatientID;LongString;System.String;2908550288
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0010,0030) : PatientBirthDate;Date;System.Nullable`1[System.DateTime];29-08-1955 00:00:00
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0010,0032) : PatientBirthTime;Time;System.Nullable`1[System.DateTime];24-11-2023 00:00:00
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0010,0040) : PatientSex;CodeString;System.String;F
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0018,1000) : DeviceSerialNumber;LongString;System.String;3898
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0020,000D) : StudyInstanceUID;UniqueIdentifier;System.String;1.2.246.352.76.1.336529019833.521146.2310829075973
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0020,000E) : SeriesInstanceUID;UniqueIdentifier;System.String;1.2.246.352.82.2.5453476613505390363.8167878907112890758
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0020,0010) : StudyID;ShortString;System.String;CT2
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0020,0011) : SeriesNumber;IntegerString;System.Int32;1
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0020,0013) : InstanceNumber;IntegerString;System.Int32;1
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(3008,0020) : TreatmentSessionBeamSequence;Sequence;EvilDICOM.Core.DICOMObject;DICOM Object [Unknown] : 22 Elements
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(3002,0050) : PrimaryFluenceModeSequence;Sequence;EvilDICOM.Core.DICOMObject;DICOM Object [Unknown] : 1 Elements
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(3002,0051) : FluenceMode;CodeString;System.String;STANDARD
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(3008,0022) : CurrentFractionNumber;IntegerString;System.Int32;5
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(3008,002A) : TreatmentTerminationStatus;CodeString;System.String;NORMAL
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(3008,002B) : TreatmentTerminationCode;ShortString;System.String;normal
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(3008,002C) : TreatmentVerificationStatus;CodeString;System.String;VERIFIED
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(3008,003B) : DeliveredTreatmentTime;DecimalString;System.Double;0,8990898
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(3008,0040) : ControlPointDeliverySequence;Sequence;EvilDICOM.Core.DICOMObject;DICOM Object [Unknown] : 26 Elements
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(3008,0024) : TreatmentControlPointDate;Date;System.Nullable`1[System.DateTime];02-05-2023 00:00:00
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(3008,0025) : TreatmentControlPointTime;Time;System.Nullable`1[System.DateTime];24-11-2023 12:10:35
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(3008,0042) : SpecifiedMeterset;DecimalString;System.Double;0
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(3008,0044) : DeliveredMeterset;DecimalString;System.Double;0
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(3008,0048) : DoseRateDelivered;DecimalString;System.Double;600
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,0015) : NominalBeamEnergyUnit;CodeString;System.String;MV
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,0114) : NominalBeamEnergy;DecimalString;System.Double;6
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,0115) : DoseRateSet;DecimalString;System.Double;600
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,011A) : BeamLimitingDevicePositionSequence;Sequence;EvilDICOM.Core.DICOMObject;DICOM Object [Unknown] : 2 Elements
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,00B8) : RTBeamLimitingDeviceType;CodeString;System.String;MLCX
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,011C) : LeafJawPositions;DecimalString;System.Double;-49,39
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,00B8) : RTBeamLimitingDeviceType;CodeString;System.String;ASYMY
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,011C) : LeafJawPositions;DecimalString;System.Double;-32
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,00B8) : RTBeamLimitingDeviceType;CodeString;System.String;ASYMX
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,011C) : LeafJawPositions;DecimalString;System.Double;-30
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,011E) : GantryAngle;DecimalString;System.Double;49,9648
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,011F) : GantryRotationDirection;CodeString;System.String;NONE
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,0120) : BeamLimitingDeviceAngle;DecimalString;System.Double;0,0002
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,0121) : BeamLimitingDeviceRotationDirection;CodeString;System.String;NONE
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,0122) : PatientSupportAngle;DecimalString;System.Double;0,6094
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,0123) : PatientSupportRotationDirection;CodeString;System.String;NONE
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,0124) : TableTopEccentricAxisDistance;DecimalString;System.Double;0
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,0125) : TableTopEccentricAngle;DecimalString;System.Double;0
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,0126) : TableTopEccentricRotationDirection;CodeString;System.String;NONE
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,0128) : TableTopVerticalPosition;DecimalString;System.Double;-208,01018942698
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,0129) : TableTopLongitudinalPosition;DecimalString;System.Double;1348,96327391568
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,012A) : TableTopLateralPosition;DecimalString;System.Double;91,7979108871086
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,0140) : TableTopPitchAngle;FloatingPointSingle;System.Single;359,9998
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,0142) : TableTopPitchRotationDirection;CodeString;System.String;NONE
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,0144) : TableTopRollAngle;FloatingPointSingle;System.Single;0,0003
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,0146) : TableTopRollRotationDirection;CodeString;System.String;NONE
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300C,00F0) : ReferencedControlPointIndex;IntegerString;System.Int32;0
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(3008,0024) : TreatmentControlPointDate;Date;System.Nullable`1[System.DateTime];02-05-2023 00:00:00
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(3008,0025) : TreatmentControlPointTime;Time;System.Nullable`1[System.DateTime];24-11-2023 12:10:36
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(3008,0042) : SpecifiedMeterset;DecimalString;System.Double;9,87934089322281
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(3008,0044) : DeliveredMeterset;DecimalString;System.Double;9,8793
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(3008,0048) : DoseRateDelivered;DecimalString;System.Double;0
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,0115) : DoseRateSet;DecimalString;System.Double;0
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,011A) : BeamLimitingDevicePositionSequence;Sequence;EvilDICOM.Core.DICOMObject;DICOM Object [Unknown] : 2 Elements
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,00B8) : RTBeamLimitingDeviceType;CodeString;System.String;MLCX
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,011C) : LeafJawPositions;DecimalString;System.Double;-49,4
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,00B8) : RTBeamLimitingDeviceType;CodeString;System.String;ASYMY
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,011C) : LeafJawPositions;DecimalString;System.Double;-32
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,00B8) : RTBeamLimitingDeviceType;CodeString;System.String;ASYMX
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,011C) : LeafJawPositions;DecimalString;System.Double;-30
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300C,00F0) : ReferencedControlPointIndex;IntegerString;System.Int32;1
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(3008,0090) : ReferencedCalculatedDoseReferenceSequence;Sequence;EvilDICOM.Core.DICOMObject;DICOM Object [Unknown] : 2 Elements
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(3008,0076) : CalculatedDoseReferenceDoseValue;DecimalString;System.Double;0,05842451
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300C,0051) : ReferencedDoseReferenceNumber;IntegerString;System.Int32;1
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(3008,00A0) : BeamLimitingDeviceLeafPairsSequence;Sequence;EvilDICOM.Core.DICOMObject;DICOM Object [Unknown] : 2 Elements
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,00B8) : RTBeamLimitingDeviceType;CodeString;System.String;MLCX
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,00BC) : NumberOfLeafJawPairs;IntegerString;System.Int32;60
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,00B8) : RTBeamLimitingDeviceType;CodeString;System.String;ASYMY
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,00BC) : NumberOfLeafJawPairs;IntegerString;System.Int32;1
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,00B8) : RTBeamLimitingDeviceType;CodeString;System.String;ASYMX
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,00BC) : NumberOfLeafJawPairs;IntegerString;System.Int32;1
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,00B4) : SourceAxisDistance;DecimalString;System.Double;100
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,00C2) : BeamName;LongString;System.String;4 H mam med
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,00C4) : BeamType;CodeString;System.String;STATIC
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,00C6) : RadiationType;CodeString;System.String;PHOTON
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,00CE) : TreatmentDeliveryType;CodeString;System.String;TREATMENT
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,00D0) : NumberOfWedges;IntegerString;System.Int32;0
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,00E0) : NumberOfCompensators;IntegerString;System.Int32;0
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,00ED) : NumberOfBoli;IntegerString;System.Int32;0
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,00F0) : NumberOfBlocks;IntegerString;System.Int32;0
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,0110) : NumberOfControlPoints;IntegerString;System.Int32;2
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300C,0006) : ReferencedBeamNumber;IntegerString;System.Int32;9
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(3261,0010) : Unknown Tag;Unknown;System.Byte;86
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(3261,102A) : Unknown Tag;Unknown;System.Byte;60
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(3008,0250) : TreatmentDate;Date;System.Nullable`1[System.DateTime];02-05-2023 00:00:00
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(3008,0251) : TreatmentTime;Time;System.Nullable`1[System.DateTime];24-11-2023 12:10:35
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,0078) : NumberOfFractionsPlanned;IntegerString;System.Int32;15
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,00B3) : PrimaryDosimeterUnit;CodeString;System.String;MU
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,0206) : TreatmentMachineSequence;Sequence;EvilDICOM.Core.DICOMObject;DICOM Object [Unknown] : 6 Elements
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0008,0070) : Manufacturer;LongString;System.String;Varian Medical Systems
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0008,0080) : InstitutionName;LongString;System.String;
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0008,1040) : InstitutionalDepartmentName;LongString;System.String;Radioterapiklinikken
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0008,1090) : ManufacturerModelName;LongString;System.String;TrueBeam
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0018,1000) : DeviceSerialNumber;LongString;System.String;3898
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300A,00B2) : TreatmentMachineName;ShortString;System.String;Accelerator04
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(300C,0002) : ReferencedRTPlanSequence;Sequence;EvilDICOM.Core.DICOMObject;DICOM Object [Unknown] : 2 Elements
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0008,1150) : ReferencedSOPClassUID;UniqueIdentifier;System.String;1.2.840.10008.5.1.4.1.1.481.5
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;(0008,1155) : ReferencedSOPInstanceUID;UniqueIdentifier;System.String;1.2.246.352.71.5.336529019833.1777377.20230419131051
RT.1.2.246.352.82.6.5126649194321006987.104682947806535912060.dcm;(0002,0000) : Group header for group 0002;UnsignedLong;System.UInt32;194
RT.1.2.246.352.82.6.5126649194321006987.104682947806535912060.dcm;(0002,0001) : FileMetaInformationVersion;OtherByteString;System.Byte;0
RT.1.2.246.352.82.6.5126649194321006987.104682947806535912060.dcm;(0002,0002) : MediaStorageSOPClassUID;UniqueIdentifier;System.String;1.2.840.10008.5.1.4.1.1.481.4
RT.1.2.246.352.82.6.5126649194321006987.104682947806535912060.dcm;(0002,0003) : MediaStorageSOPInstanceUID;UniqueIdentifier;System.String;1.2.246.352.82.6.5126649194321006987.104682947806535912060
RT.1.2.246.352.82.6.5126649194321006987.104682947806535912060.dcm;(0002,0010) : TransferSyntaxUID;UniqueIdentifier;System.String;1.2.840.10008.1.2
RT.1.2.246.352.82.6.5126649194321006987.104682947806535912060.dcm;(0002,0012) : ImplementationClassUID;UniqueIdentifier;System.String;1.2.246.352.70.2.1.160.3
RT.1.2.246.352.82.6.5126649194321006987.104682947806535912060.dcm;(0002,0013) : ImplementationVersionName;ShortString;System.String;DCIE 16.1
RT.1.2.246.352.82.6.5126649194321006987.104682947806535912060.dcm;(0008,0005) : SpecificCharacterSet;CodeString;System.String;ISO_IR 192
RT.1.2.246.352.82.6.5126649194321006987.104682947806535912060.dcm;(0008,0012) : InstanceCreationDate;Date;System.Nullable`1[System.DateTime];24-11-2023 00:00:00
RT.1.2.246.352.82.6.5126649194321006987.104682947806535912060.dcm;(0008,0013) : InstanceCreationTime;Time;System.Nullable`1[System.DateTime];24-11-2023 22:06:07
RT.1.2.246.352.82.6.5126649194321006987.104682947806535912060.dcm;(0008,0016) : SOPClassUID;UniqueIdentifier;System.String;1.2.840.10008.5.1.4.1.1.481.4
RT.1.2.246.352.82.6.5126649194321006987.104682947806535912060.dcm;(0008,0018) : SOPInstanceUID;UniqueIdentifier;System.String;1.2.246.352.82.6.5126649194321006987.104682947806535912060
RT.1.2.246.352.82.6.5126649194321006987.104682947806535912060.dcm;(0008,0020) : StudyDate;Date;System.Nullable`1[System.DateTime];18-04-2023 00:00:00
RT.1.2.246.352.82.6.5126649194321006987.104682947806535912060.dcm;(0008,0030) : StudyTime;Time;System.Nullable`1[System.DateTime];24-11-2023 08:22:35
RT.1.2.246.352.82.6.5126649194321006987.104682947806535912060.dcm;(0008,0050) : AccessionNumber;ShortString;System.String;
RT.1.2.246.352.82.6.5126649194321006987.104682947806535912060.dcm;(0008,0060) : Modality;CodeString;System.String;RTRECORD
RT.1.2.246.352.82.6.5126649194321006987.104682947806535912060.dcm;(0008,0070) : Manufacturer;LongString;System.String;Varian Medical Systems
RT.1.2.246.352.82.6.5126649194321006987.104682947806535912060.dcm;(0008,0080) : InstitutionName;LongString;System.String;Rigshospitalet
RT.1.2.246.352.82.6.5126649194321006987.104682947806535912060.dcm;(0008,0090) : ReferringPhysicianName;PersonName;System.String;
RT.1.2.246.352.82.6.5126649194321006987.104682947806535912060.dcm;(0008,1040) : InstitutionalDepartmentName;LongString;System.String;Radioterapiklinikken
RT.1.2.246.352.82.6.5126649194321006987.104682947806535912060.dcm;(0008,1070) : OperatorsName;PersonName;System.String;ajoh0240
