filename;obj_type;DicomTag:TagName;TagValue;obj_type2
RT.1.2.246.352.82.6.5519233792814374352.4742407413174225555.dcm;TxRecord;(0020,000D) : StudyInstanceUID;1.2.246.352.76.1.336529019833.521146.2310829075973;Other
RT.1.2.246.352.82.6.5519233792814374352.4742407413174225555.dcm;TxRecord;(0020,000E) : SeriesInstanceUID;1.2.246.352.82.2.5116155608232596605.1356845150983037061;Other
RT.1.2.246.352.82.6.4871371218273233704.9687097391609868723.dcm;TxRecord;(0008,1150) : ReferencedSOPClassUID;1.2.840.10008.5.1.4.1.1.481.5;plan
RT.1.2.246.352.82.6.5519233792814374352.4742407413174225555.dcm;TxRecord;(0008,1155) : ReferencedSOPInstanceUID;1.2.246.352.71.5.336529019833.1777377.20230419131051;Other
RT.1.2.246.352.82.6.4973687440720092601.3763625486951981180.dcm;TxRecord;(0008,1150) : ReferencedSOPClassUID;1.2.840.10008.5.1.4.1.1.481.5;plan
RT.1.2.246.352.82.6.5606493397862707908.8892806146385903490.dcm;TxRecord;(0002,0003) : MediaStorageSOPInstanceUID;1.2.246.352.82.6.5606493397862707908.8892806146385903490;Other
RT.1.2.246.352.82.6.5606493397862707908.8892806146385903490.dcm;TxRecord;(0002,0010) : TransferSyntaxUID;1.2.840.10008.1.2;dose
RT.1.2.246.352.82.6.5606493397862707908.8892806146385903490.dcm;TxRecord;(0002,0012) : ImplementationClassUID;1.2.246.352.70.2.1.160.3;Other
RT.1.2.246.352.82.6.4991039054495968025.158716636195823323280.dcm;TxRecord;(0008,1150) : ReferencedSOPClassUID;1.2.840.10008.5.1.4.1.1.481.5;plan
RT.1.2.246.352.82.6.5606493397862707908.8892806146385903490.dcm;TxRecord;(0008,0018) : SOPInstanceUID;1.2.246.352.82.6.5606493397862707908.8892806146385903490;Other
RT.1.2.246.352.82.6.5606493397862707908.8892806146385903490.dcm;TxRecord;(0020,000D) : StudyInstanceUID;1.2.246.352.76.1.336529019833.521146.2310829075973;Other
RT.1.2.246.352.82.6.5606493397862707908.8892806146385903490.dcm;TxRecord;(0020,000E) : SeriesInstanceUID;1.2.246.352.82.2.4720297793340893213.7729479032472261543;Other
RT.1.2.246.352.82.6.5078248809812511954.3223688115085210531.dcm;TxRecord;(0008,1150) : ReferencedSOPClassUID;1.2.840.10008.5.1.4.1.1.481.5;plan
RT.1.2.246.352.82.6.5606493397862707908.8892806146385903490.dcm;TxRecord;(0008,1155) : ReferencedSOPInstanceUID;1.2.246.352.71.5.336529019833.1777377.20230419131051;Other
RT.1.2.246.352.82.6.5126649194321006987.104682947806535912060.dcm;TxRecord;(0008,1150) : ReferencedSOPClassUID;1.2.840.10008.5.1.4.1.1.481.5;plan
RT.1.2.246.352.82.6.5691326552837155168.7048217253163568260.dcm;TxRecord;(0002,0003) : MediaStorageSOPInstanceUID;1.2.246.352.82.6.5691326552837155168.7048217253163568260;Other
RT.1.2.246.352.82.6.5691326552837155168.7048217253163568260.dcm;TxRecord;(0002,0010) : TransferSyntaxUID;1.2.840.10008.1.2;dose
RT.1.2.246.352.82.6.5691326552837155168.7048217253163568260.dcm;TxRecord;(0002,0012) : ImplementationClassUID;1.2.246.352.70.2.1.160.3;Other
RT.1.2.246.352.82.6.5402722177136864433.184221224090421687530.dcm;TxRecord;(0008,1150) : ReferencedSOPClassUID;1.2.840.10008.5.1.4.1.1.481.5;plan
RT.1.2.246.352.82.6.5691326552837155168.7048217253163568260.dcm;TxRecord;(0008,0018) : SOPInstanceUID;1.2.246.352.82.6.5691326552837155168.7048217253163568260;Other
RT.1.2.246.352.82.6.5691326552837155168.7048217253163568260.dcm;TxRecord;(0020,000D) : StudyInstanceUID;1.2.246.352.76.1.336529019833.521146.2310829075973;Other
RT.1.2.246.352.82.6.5691326552837155168.7048217253163568260.dcm;TxRecord;(0020,000E) : SeriesInstanceUID;1.2.246.352.82.2.4983961712121573976.5966441772861819306;Other
RT.1.2.246.352.82.6.5423434296318391563.5687822901613440390.dcm;TxRecord;(0008,1150) : ReferencedSOPClassUID;1.2.840.10008.5.1.4.1.1.481.5;plan
RT.1.2.246.352.82.6.5691326552837155168.7048217253163568260.dcm;TxRecord;(0008,1155) : ReferencedSOPInstanceUID;1.2.246.352.71.5.336529019833.1777377.20230419131051;Other
RT.1.2.246.352.82.6.5432228299550488036.152064381445922822690.dcm;TxRecord;(0008,1150) : ReferencedSOPClassUID;1.2.840.10008.5.1.4.1.1.481.5;plan
RT.1.2.246.352.82.6.5707051452225590236.4066719320674615070.dcm;TxRecord;(0002,0003) : MediaStorageSOPInstanceUID;1.2.246.352.82.6.5707051452225590236.4066719320674615070;Other
RT.1.2.246.352.82.6.5707051452225590236.4066719320674615070.dcm;TxRecord;(0002,0010) : TransferSyntaxUID;1.2.840.10008.1.2;dose
RT.1.2.246.352.82.6.5707051452225590236.4066719320674615070.dcm;TxRecord;(0002,0012) : ImplementationClassUID;1.2.246.352.70.2.1.160.3;Other
RT.1.2.246.352.82.6.5519233792814374352.4742407413174225555.dcm;TxRecord;(0008,1150) : ReferencedSOPClassUID;1.2.840.10008.5.1.4.1.1.481.5;plan
RT.1.2.246.352.82.6.5707051452225590236.4066719320674615070.dcm;TxRecord;(0008,0018) : SOPInstanceUID;1.2.246.352.82.6.5707051452225590236.4066719320674615070;Other
RT.1.2.246.352.82.6.5707051452225590236.4066719320674615070.dcm;TxRecord;(0020,000D) : StudyInstanceUID;1.2.246.352.76.1.336529019833.521146.2310829075973;Other
RT.1.2.246.352.82.6.5707051452225590236.4066719320674615070.dcm;TxRecord;(0020,000E) : SeriesInstanceUID;1.2.246.352.82.2.4642317962404014263.170760557750367241000;Other
RT.1.2.246.352.82.6.5606493397862707908.8892806146385903490.dcm;TxRecord;(0008,1150) : ReferencedSOPClassUID;1.2.840.10008.5.1.4.1.1.481.5;plan
RT.1.2.246.352.82.6.5707051452225590236.4066719320674615070.dcm;TxRecord;(0008,1155) : ReferencedSOPInstanceUID;1.2.246.352.71.5.336529019833.1777377.20230419131051;Other
RT.1.2.246.352.82.6.5691326552837155168.7048217253163568260.dcm;TxRecord;(0008,1150) : ReferencedSOPClassUID;1.2.840.10008.5.1.4.1.1.481.5;plan
RT.1.2.246.352.82.6.5729763720361080376.133885256803668412290.dcm;TxRecord;(0002,0003) : MediaStorageSOPInstanceUID;1.2.246.352.82.6.5729763720361080376.133885256803668412290;Other
RT.1.2.246.352.82.6.5729763720361080376.133885256803668412290.dcm;TxRecord;(0002,0010) : TransferSyntaxUID;1.2.840.10008.1.2;dose
RT.1.2.246.352.82.6.5729763720361080376.133885256803668412290.dcm;TxRecord;(0002,0012) : ImplementationClassUID;1.2.246.352.70.2.1.160.3;Other
RT.1.2.246.352.82.6.5707051452225590236.4066719320674615070.dcm;TxRecord;(0008,1150) : ReferencedSOPClassUID;1.2.840.10008.5.1.4.1.1.481.5;plan
RT.1.2.246.352.82.6.5729763720361080376.133885256803668412290.dcm;TxRecord;(0008,0018) : SOPInstanceUID;1.2.246.352.82.6.5729763720361080376.133885256803668412290;Other
RT.1.2.246.352.82.6.5729763720361080376.133885256803668412290.dcm;TxRecord;(0020,000D) : StudyInstanceUID;1.2.246.352.76.1.336529019833.521146.2310829075973;Other
RT.1.2.246.352.82.6.5729763720361080376.133885256803668412290.dcm;TxRecord;(0020,000E) : SeriesInstanceUID;1.2.246.352.82.2.5125046382516220666.1516659969151349896;Other
RT.1.2.246.352.82.6.5729763720361080376.133885256803668412290.dcm;TxRecord;(0008,1150) : ReferencedSOPClassUID;1.2.840.10008.5.1.4.1.1.481.5;plan
RT.1.2.246.352.82.6.5729763720361080376.133885256803668412290.dcm;TxRecord;(0008,1155) : ReferencedSOPInstanceUID;1.2.246.352.71.5.336529019833.1777377.20230419131051;Other
;;;;Other
